,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,neighborhood_id,rent_price,buy_price,house_type_id,is_new_development,is_renewal_needed,energy_certificate,has_parking,is_exterior,tipo,barrio_pm2,barrio,distr,e_certificate
115,21627,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",103.0,79.0,3,2.0,6,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1026,235718,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
116,21626,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",103.0,87.55,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1052,245000,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
117,21625,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",143.0,121.55,3,2.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1094,260000,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
118,21624,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",99.0,84.15,3,2.0,6,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1024,235000,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
119,21623,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",100.0,85.0,3,2.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1024,235000,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
120,21622,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",176.0,149.6,2,2.0,6,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1108,265000,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
121,21621,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",87.0,73.95,2,2.0,2,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,884,190000,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
122,21620,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",106.0,81.0,3,2.0,4,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1084,256115,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
123,21619,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",113.0,84.0,3,2.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1100,261989,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
124,21618,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",115.0,86.0,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1131,273353,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
125,21617,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",129.0,98.0,3,2.0,7,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1194,297621,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
126,21616,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",115.0,89.0,3,2.0,6,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1148,279778,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
127,21615,Piso en venta en San Andrés,"Villaverde, Madrid",110.0,93.5,2,2.0,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,686,135000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
128,21614,"Piso en venta en calle Anoeta, 59","Los Ángeles, Madrid",90.0,76.5,3,2.0,2,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,901,195000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
129,21613,Piso en venta en calle de Sáhara,"Los Rosales, Madrid",60.0,51.0,2,1.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,654,126900,HouseType 1: Pisos,0,1,G,0,1,0.0,1.82779,Los Rosales,Villaverde,1
131,21611,Piso en venta en calle Nuestra Señora de Begoña s/n,"San Andrés, Madrid",80.0,68.0,3,1.0,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,725,145000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
132,21610,Piso en venta en calle de Tordegrillos,"San Andrés, Madrid",73.0,45.0,2,1.0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,656,127500,HouseType 1: Pisos,0,0,G,0,1,0.0,1.61718,San Andrés,Villaverde,1
133,21609,Piso en venta en calle Transversal Sexta,"San Andrés, Madrid",122.0,90.0,3,2.0,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,847,179000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.61718,San Andrés,Villaverde,0
134,21608,Piso en venta en Villaverde a Perales,"Butarque, Madrid",98.0,86.0,3,2.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1111,266122,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1978,Butarque,Villaverde,0
135,21607,Piso en venta en villaverde a perales,"Butarque, Madrid",97.0,83.0,3,2.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1100,261989,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1978,Butarque,Villaverde,0
136,21606,Ático en venta en villaverde a perales,"Butarque, Madrid",111.0,98.0,3,2.0,7,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1194,297621,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,2.1978,Butarque,Villaverde,0
137,21605,Piso en venta en villaverde a perales,"Butarque, Madrid",99.0,86.0,3,2.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1071,251569,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1978,Butarque,Villaverde,0
138,21604,Piso en venta en Los Rosales,"Villaverde, Madrid",77.0,66.0,3,1.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,598,113500,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.82779,Los Rosales,Villaverde,0
139,21603,"Piso en venta en paseo de Alberto Palacios, Madrid, 86","San Andrés, Madrid",85.0,75.0,3,1.0,4,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,698,138000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
140,21602,"Piso en venta en calle Limonita, 5","Butarque, Madrid",90.0,73.0,3,2.0,2,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,994,225000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1978,Butarque,Villaverde,0
141,21601,"Piso en venta en calle Flora Tristán, 1","Los Rosales, Madrid",133.0,80.0,2,1.0,6,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,1105,264000,HouseType 1: Pisos,0,0,C,1,1,0.0,1.82779,Los Rosales,Villaverde,5
142,21600,Piso en venta en EDUARDO MINGUITO,"Los Rosales, Madrid",60.0,51.0,3,1.0,2,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,531,98260,HouseType 1: Pisos,0,0,F,0,1,0.0,1.82779,Los Rosales,Villaverde,2
143,21599,Piso en venta en calle Estefanita,"Butarque, Madrid",133.0,101.0,3,3.0,7,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1135,275000,HouseType 1: Pisos,0,0,D,0,1,0.0,2.1978,Butarque,Villaverde,4
144,21598,Piso en venta en calle Emilia Ballester,"San Andrés, Madrid",85.0,72.25,2,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,642,124000,HouseType 1: Pisos,0,0,F,0,1,0.0,1.61718,San Andrés,Villaverde,2
145,21597,Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,"Los Ángeles, Madrid",59.0,50.15,2,2.0,3,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,797,164513,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.79668,Los Ángeles,Villaverde,0
146,21596,Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,"Los Ángeles, Madrid",59.0,50.15,2,2.0,1,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,796,164416,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.79668,Los Ángeles,Villaverde,0
147,21595,Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,"Los Ángeles, Madrid",58.0,49.3,2,2.0,4,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,800,165435,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.79668,Los Ángeles,Villaverde,0
148,21594,Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,"Los Ángeles, Madrid",79.0,67.15,3,2.0,1,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,925,202629,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.79668,Los Ángeles,Villaverde,0
149,21593,Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,"Los Ángeles, Madrid",60.0,51.0,2,2.0,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,796,164242,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.79668,Los Ángeles,Villaverde,0
150,21592,"Piso en venta en calle María de Echarri, 11","Los Rosales, Madrid",121.0,102.85,3,2.0,3,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,1094,260000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,1.82779,Los Rosales,Villaverde,0
151,21591,"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1","San Andrés, Madrid",126.0,107.1,3,2.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1187,294900,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.61718,San Andrés,Villaverde,0
152,21590,"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1","San Andrés, Madrid",134.0,113.9,4,2.0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1250,319900,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.61718,San Andrés,Villaverde,0
153,21589,"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1","San Andrés, Madrid",111.0,94.35,3,2.0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1094,259900,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.61718,San Andrés,Villaverde,0
154,21588,"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1","San Andrés, Madrid",122.0,103.7,3,2.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1164,285900,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.61718,San Andrés,Villaverde,0
155,21587,"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1","San Andrés, Madrid",125.0,106.25,3,2.0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1174,289900,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.61718,San Andrés,Villaverde,0
156,21586,"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1","San Andrés, Madrid",102.0,86.7,2,2.0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1066,249900,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,1.61718,San Andrés,Villaverde,0
157,21585,Piso en venta en villaverde a perales s/n,"Butarque, Madrid",104.0,88.0,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1131,273352,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1978,Butarque,Villaverde,0
158,21584,Piso en venta en calle MONCADA,"San Cristóbal, Madrid",66.0,56.1,3,1.0,1,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,561,104900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.30889,San Cristóbal,Villaverde,0
159,21583,Piso en venta en camino Leganés,"San Andrés, Madrid",95.0,80.75,2,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,762,155000,HouseType 1: Pisos,0,0,D,0,1,0.0,1.61718,San Andrés,Villaverde,4
160,21582,Piso en venta en calle de Paterna,"San Cristóbal, Madrid",74.0,69.0,3,1.0,1,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,539,100000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.30889,San Cristóbal,Villaverde,3
161,21581,Piso en venta en calle Euskalduna,"Butarque, Madrid",97.0,82.45,2,1.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,948,210000,HouseType 1: Pisos,0,0,D,1,1,0.0,2.1978,Butarque,Villaverde,4
162,21580,Ático en venta en calle Lenguas,"San Andrés, Madrid",90.0,85.0,2,2.0,7,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1038,240000,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,1.61718,San Andrés,Villaverde,0
163,21579,Piso en venta en calle Huerta de villaverde,"San Andrés, Madrid",130.0,110.5,4,2.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1086,257000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
164,21578,Piso en venta en plaza de Gómez Acebo,"San Andrés, Madrid",49.0,44.0,2,1.0,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,466,84000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.61718,San Andrés,Villaverde,3
165,21577,"Piso en venta en calle Augustóbriga, 5","Los Rosales, Madrid",151.0,100.0,3,2.0,6,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,1235,314000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,1.82779,Los Rosales,Villaverde,0
166,21576,Piso en venta en Benimamet,"San Cristóbal, Madrid",69.0,58.65,3,1.0,4,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,570,107000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.30889,San Cristóbal,Villaverde,0
167,21575,"Ático en venta en calle Calcio, 20","Butarque, Madrid",170.0,144.5,3,2.0,8,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1262,325000,HouseType 5: Áticos,0,0,no indicado,1,1,2.0,2.1978,Butarque,Villaverde,0
169,21573,"Piso en venta en calle Flora Tristán, 10","Los Rosales, Madrid",98.0,83.3,3,2.0,7,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,1161,284900,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,1.82779,Los Rosales,Villaverde,0
170,21572,"Piso en venta en calle Lenguas, 18 B","San Andrés, Madrid",50.0,42.5,1,1.0,7,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,686,135000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.61718,San Andrés,Villaverde,0
171,21571,Ático en venta en calle Transversal Sexta,"San Andrés, Madrid",136.0,92.0,3,2.0,5,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1009,230000,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,1.61718,San Andrés,Villaverde,0
172,21570,Piso en venta en Los Ángeles,"Villaverde, Madrid",80.0,68.0,3,1.0,3,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,791,163000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
173,21569,Piso en venta en camino Leganés,"San Andrés, Madrid",95.0,90.0,3,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,868,185000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
174,21568,Piso en venta en Los Ángeles,"Villaverde, Madrid",56.0,47.6,3,1.0,5,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,447,80000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
175,21567,Piso en venta en calle Eduardo Minguito,"Los Rosales, Madrid",43.0,35.0,1,1.0,0,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,466,84000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.82779,Los Rosales,Villaverde,3
176,21566,Piso en venta en San Andrés,"Villaverde, Madrid",72.0,61.2,3,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,625,119900,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
177,21565,Piso en venta en Los Ángeles,"Villaverde, Madrid",100.0,85.0,4,2.0,1,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,762,154900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
178,21564,Piso en venta en Los Ángeles,"Villaverde, Madrid",70.0,59.5,3,1.0,4,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,625,119900,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
179,21563,Piso en venta en San Cristóbal,"Villaverde, Madrid",60.0,51.0,2,1.0,0,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,446,79900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.30889,San Cristóbal,Villaverde,0
180,21562,Piso en venta en San Andrés,"Villaverde, Madrid",60.0,51.0,2,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,446,79900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
181,21561,Piso en venta en Los Ángeles,"Villaverde, Madrid",91.0,77.35,3,2.0,3,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,666,129900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
182,21560,Piso en venta en San Andrés,"Villaverde, Madrid",74.0,62.9,3,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,539,99900,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
183,21559,"Piso en venta en calle Calcio, 15","Butarque, Madrid",110.0,93.5,3,2.0,5,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1135,275000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1978,Butarque,Villaverde,0
184,21558,Piso en venta en calle tordegrillos,"San Andrés, Madrid",83.0,70.55,3,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,501,91500,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
186,21556,Piso en venta en calle Covachuelas,"San Andrés, Madrid",65.0,55.25,2,1.0,0.5,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,479,86860,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
187,21555,Piso en venta en calle Concepción de la Oliva,"Butarque, Madrid",58.0,48.0,3,1.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,561,105000,HouseType 1: Pisos,0,0,E,0,1,0.0,2.1978,Butarque,Villaverde,3
189,21553,Piso en venta en paseo DE LAS MORERAS,"San Andrés, Madrid",82.0,73.0,3,1.0,4,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,625,120000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
190,21552,Piso en venta en calle Huerta de Villaverde,"San Andrés, Madrid",83.0,70.55,3,1.0,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,686,135000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
191,21551,Piso en venta en calle de Berrocal,"Butarque, Madrid",90.0,76.0,2,1.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,954,212000,HouseType 1: Pisos,0,0,C,0,1,0.0,2.1978,Butarque,Villaverde,5
192,21550,Piso en venta en GODELLA,"San Cristóbal, Madrid",95.0,87.0,2,2.0,5,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,864,184000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.30889,San Cristóbal,Villaverde,0
193,21549,Piso en venta en calle COLONIA BUTANO,"San Andrés, Madrid",89.0,75.65,3,1.0,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,780,160000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
194,21548,Piso en venta en María de Echarri,"Los Rosales, Madrid",178.0,151.3,4,2.0,5,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,1200,299990,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.82779,Los Rosales,Villaverde,0
195,21547,Piso en venta en calle Fuente de la Capona,"Los Rosales, Madrid",59.0,50.15,2,1.0,2,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,613,117000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.82779,Los Rosales,Villaverde,0
196,21546,Piso en venta en calle de la Alegría de la Huerta,"Los Ángeles, Madrid",100.0,85.0,4,1.0,0,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,798,165000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
197,21545,Piso en venta en calle Puerto Lápice,"San Andrés, Madrid",68.0,63.0,3,1.0,4,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,517,95000,HouseType 1: Pisos,0,1,F,0,1,0.0,1.61718,San Andrés,Villaverde,2
198,21544,Piso en venta en San Andrés,"Villaverde, Madrid",50.0,42.5,2,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,566,106000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
199,21543,Piso en venta en San Andrés,"Villaverde, Madrid",114.0,96.9,4,2.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,1006,229000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
200,21542,Piso en venta en calle Transversal Sexta,"San Andrés, Madrid",81.0,68.85,3,2.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,762,155000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.61718,San Andrés,Villaverde,0
201,21541,Piso en venta en villaverde a perales,"Butarque, Madrid",91.0,77.0,2,2.0,5,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1004,228208,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1978,Butarque,Villaverde,0
202,21540,Piso en venta en calle Tántalo,"Butarque, Madrid",95.0,80.75,3,1.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,539,100000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,2.1978,Butarque,Villaverde,0
